Award ID,Awarding Agency,Recipient Name,Description,Obligated Amount,Total Outlays,Place of Performance Country Code,Place of Performance State Code,Place of Performance City Code,Base Obligation Date,CFDA Number,Award URL
90ZU0453,Department of Health and Human Services,"HANDS OF HEALING RESIDENTIAL TREATMENT CENTER, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,15684591.0,12184664.0,USA,TX,TX*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0453_7590
90ZU0452,Department of Health and Human Services,MARSELL CONSULTING & MHS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,9449748.0,4948439.58,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0452_7590
90ZU0451,Department of Health and Human Services,"RISING GROUND, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,48113896.0,18084177.0,USA,NY,NY*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0451_7590
90ZU0450,Department of Health and Human Services,"NATIONAL YOUTH ADVOCATE PROGRAM, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,168063979.0,56380815.04,USA,OH,OH*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0450_7590
90ZU0449,Department of Health and Human Services,"RANCHO SAN ANTONIO BOYS HOME, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,12102011.0,8693418.09,USA,CA,CA12748,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0449_7590
90ZU0448,Department of Health and Human Services,THE DEVEREUX FOUNDATION,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,51866284.0,34151025.0,USA,PA,PA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0448_7590
90ZU0447,Department of Health and Human Services,THERE IS HOPE FOSTER FAMILY AGENCY INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,14740342.0,7281768.78,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0447_7590
90ZU0446,Department of Health and Human Services,NOANK COMMUNITY SUPPORT SERVICES INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,2406399.0,1317705.0,USA,CT,CT*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0446_7590
90ZU0445,Department of Health and Human Services,MCKINLEY CHILDREN'S CENTER INC.,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,23050434.0,20727229.74,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0445_7590
90ZU0444,Department of Health and Human Services,"NEIGHBORHOOD MINISTRIES, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,21627488.0,17632692.83,USA,AZ,AZ*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0444_7590
90ZU0443,Department of Health and Human Services,VISTA DEL MAR CHILD AND FAMILY SERVICES,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,14637091.0,9790895.74,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0443_7590
90ZU0442,Department of Health and Human Services,NUEVO AMANECER LATINO CHILDREN'S SERVICES,RESIDENTIAL TRANSITIONAL FOSTER CARE SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,8324198.0,4732333.3,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0442_7590
90ZU0441,Department of Health and Human Services,"NAFI CONNECTICUT, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,5655088.0,4126651.0,USA,CT,CT**005,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0441_7590
90ZU0440,Department of Health and Human Services,HANNA'S HOUSE,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,21837410.0,13285655.39,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0440_7590
90ZU0439,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,67198555.0,47436905.0,USA,MD,MD*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0439_7590
90ZU0438,Department of Health and Human Services,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,27352109.0,18719744.09,USA,MD,MD*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0438_7590
90ZU0437,Department of Health and Human Services,"CHICANOS POR LA CAUSA, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,16748021.0,10350481.0,USA,AZ,AZ55000,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0437_7590
90ZU0436,Department of Health and Human Services,"BETHANY CHRISTIAN SERVICES USA, LLC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,23405305.0,11990492.71,USA,,00*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0436_7590
90ZU0435,Department of Health and Human Services,LA SALLE SCHOOL,RESIDENTIAL SHELTER SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,6296114.0,2732548.48,USA,NY,NY*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0435_7590
90ZU0434,Department of Health and Human Services,"BETHANY HOME, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,18011863.0,14471929.7,USA,PA,PA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0434_7590
90ZU0433,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,20251723.0,12563838.0,USA,MD,MD*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0433_7590
90ZU0432,Department of Health and Human Services,CENTER FOR JUVENILE MANAGEMENT,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,1441159.13,1441159.13,USA,TX,TX*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0432_7590
90ZU0431,Department of Health and Human Services,"ETTIE LEE HOMES, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,5949845.0,4114452.01,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0431_7590
90ZU0430,Department of Health and Human Services,LEARY EDUCATIONAL FOUNDATION INC,RESIDENTIAL SHELTER SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,7782745.0,5249385.48,USA,VA,VA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0430_7590
90ZU0429,Department of Health and Human Services,CATHOLIC GUARDIAN SERVICES,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,11981942.0,10280025.7,USA,NY,NY**061,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0429_7590
90ZU0428,Department of Health and Human Services,HILLSIDES,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,13556661.0,9975295.84,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0428_7590
90ZU0427,Department of Health and Human Services,KIDS IN CRISIS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,6576053.0,4568678.16,USA,CT,CT*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0427_7590
90ZU0426,Department of Health and Human Services,A GREATER LOVE FOSTER FAMILY AGENCY INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,12142985.0,7008097.53,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0426_7590
90ZU0425,Department of Health and Human Services,"THE CHILDREN'S COMMUNITY PROGRAMS OF CONNECTICUT, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,12752825.0,7822951.2,USA,CT,CT*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0425_7590
90ZU0424,Department of Health and Human Services,SUNNY GLEN CHILDREN'S HOME,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,61521001.0,41843094.67,USA,TX,TX*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0424_7590
90ZU0423,Department of Health and Human Services,"SHELTERING ARMS CHILDREN AND FAMILY SERVICES, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,499181.57,499181.57,USA,NY,NY*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0423_7590
90ZU0422,Department of Health and Human Services,VISIONQUEST NATIONAL LTD,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,26245506.0,19819417.38,USA,AZ,AZ*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0422_7590
90ZU0421,Department of Health and Human Services,TRINITY YOUTH SERVICES,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,9987281.0,7415279.16,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0421_7590
90ZU0420,Department of Health and Human Services,A TENDER LOVE AND CARE INC.,RESIDENTIAL TRANSITIONAL FOSTER CARE SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,15190207.0,5038815.0,USA,CA,CA**065,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0420_7590
90ZU0419,Department of Health and Human Services,MARYVILLE ACADEMY,RESIDENTIAL SHELTER SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,9979010.0,6325111.99,USA,IL,IL*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0419_7590
90ZU0418,Department of Health and Human Services,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,5978403.0,2262919.61,USA,DC,DC*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0418_7590
90ZU0417,Department of Health and Human Services,"THE CHILDREN'S HOME OF POUGHKEEPSIE, N.Y.",RESIDENTIAL SHELTER SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,32510577.0,23645777.37,USA,NY,NY*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0417_7590
90ZU0416,Department of Health and Human Services,CENTER FOR FAMILY SERVICES INC,RESIDENTIAL SHELTER SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,9480108.0,6019365.98,USA,NJ,NJ*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0416_7590
90ZU0415,Department of Health and Human Services,CATHOLIC CHARITIES CYO OF THE ARCHDIOCESE OF SAN FRANCISCO,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,24474242.0,12808057.84,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0415_7590
90ZU0414,Department of Health and Human Services,"THE VILLAGE FAMILY SERVICES, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,7145060.0,3625969.83,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0414_7590
90ZU0413,Department of Health and Human Services,"ST. CHRISTOPHER'S, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,14705688.0,6573053.62,USA,NY,NY**119,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0413_7590
90ZU0412,Department of Health and Human Services,BCFS HEALTH AND HUMAN SERVICES,REPLACEMENT AWARD FOR RESIDENTIAL (SHELTER) SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,48180895.16,48180895.16,USA,TX,TX65000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0412_7590
90ZU0411,Department of Health and Human Services,BCFS HEALTH AND HUMAN SERVICES,REPLACEMENT AWARD FOR RESIDENTIAL (SHELTER) SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,23235017.15,23235017.15,USA,TX,TX65000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0411_7590
90ZU0410,Department of Health and Human Services,"URBAN STRATEGIES, L.L.C.",REPLACEMENT AWARD FOR RESIDENTIAL (SHELTER) SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,12409378.16,12409378.16,USA,VA,VA*****,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0410_7590
90ZU0409,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,REPLACEMENT AWARD FOR RESIDENTIAL (SHELTER) SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,66356326.54,66356326.54,USA,TX,TX05000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0409_7590
90ZU0408,Department of Health and Human Services,"LUTHERAN SOCIAL SERVICES OF THE SOUTH, INC",REPLACEMENT AWARD FOR RESIDENTIAL (SHELTER) SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,12845050.43,12845050.43,USA,TX,TX05000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0408_7590
90ZU0407,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,REPLACEMENT AWARD FOR RESIDENTIAL (SHELTER) SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,48937684.56,48937684.56,USA,TX,TX05000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0407_7590
90ZU0406,Department of Health and Human Services,HOLY FAMILY INSTITUTE,RESIDENTIAL LONG TERM FOSTER CARE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,3542757.0,3542757.0,USA,PA,PA61000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0406_7590
90ZU0405,Department of Health and Human Services,"NATIONAL YOUTH ADVOCATE PROGRAM, INC.",RESIDENTIAL LONG TERM FOSTER CARE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,8842703.93,8842703.93,USA,OH,OH*****,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0405_7590
90ZU0404,Department of Health and Human Services,"NEIGHBORHOOD MINISTRIES, INC.",RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,8507070.67,8507070.67,USA,AZ,AZ55000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0404_7590
90ZU0403,Department of Health and Human Services,"YOUTH FOR TOMORROW - NEW LIFE CENTER, INC",HOME STUDY AND POST RELEASE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,1016250.63,1016250.63,USA,VA,VA09848,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0403_7590
90ZU0402,Department of Health and Human Services,MERCYFIRST,HOME STUDY AND POST RELEASE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,2404653.05,2404653.05,USA,NY,NY72554,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0402_7590
90ZU0401,Department of Health and Human Services,CENTER FOR FAMILY SERVICES INC,HOME STUDY AND POST RELEASE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,10311231.52,10311231.52,USA,NJ,NJ10000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0401_7590
90ZU0400,Department of Health and Human Services,"CHURCH WORLD SERVICE, INC.",HOME STUDY AND POST RELEASE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,35331861.28,35331861.28,USA,NY,NY*****,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0400_7590
90ZU0399,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,RESIDENTIAL LONG TERM FOSTER CARE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,6837963.25,6837963.25,USA,TX,TX05000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0399_7590
90ZU0398,Department of Health and Human Services,MORRISON CHILD AND FAMILY SERVICES,HOME STUDY AND POST RELEASE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,6146100.96,6146100.96,USA,OR,OR59000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0398_7590
90ZU0397,Department of Health and Human Services,MARYVILLE ACADEMY,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,4113521.32,4113521.32,USA,IL,IL19642,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0397_7590
90ZU0396,Department of Health and Human Services,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,HOME STUDY AND POST RELEASE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,5879925.56,5879925.56,USA,MD,MD99005,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0396_7590
90ZU0395,Department of Health and Human Services,HOLY FAMILY INSTITUTE,HOME STUDY AND POST RELEASE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,3175211.0,3175211.0,USA,PA,PA61000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0395_7590
90ZU0394,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,SINGLE SOURCE AWARD FOR SAFE RELEASE EXPANSION (FINGERPRINTING) FOR UNACCOMPANIED CHILDREN,1022561.0,1005179.0,USA,MD,MD*****,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0394_7590
90ZU0393,Department of Health and Human Services,CENTER FOR FAMILY SERVICES INC,SINGLE SOURCE AWARD FOR RESIDENTIAL SHELTER/TRANSITIONAL FOSTER CARE SERVICES FOR UNACCOMPANIED CHILDREN,1210437.69,1193419.06,USA,NJ,NJ10000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0393_7590
90ZU0392,Department of Health and Human Services,"BETHANY CHRISTIAN SERVICES USA, LLC",SINGLE SOURCE AWARD FOR RESIDENTIAL (SHELTER) TRANSITIONAL FOSTER CARE SERVICES FOR UNACCOMPANIED CHILDREN,3434081.38,3256872.96,USA,MI,MI*****,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0392_7590
90ZU0391,Department of Health and Human Services,"THE BAPTISTE GROUP, LLC",SINGLE SOURCE AWARD FOR RESIDENTIAL SHELTER SERVICES FOR UNACCOMPANIED CHILDREN,0.0,,USA,GA,GA48624,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0391_7590
90ZU0390,Department of Health and Human Services,CHILD CRISIS ARIZONA,SINGLE SOURCE AWARD FOR RESIDENTIAL SHELTER SERVICES FOR UNACCOMPANIED CHILDREN,4938170.23,4728210.88,USA,AZ,AZ46000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0390_7590
90ZU0389,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,SINGLE SOURCE AWARD FOR RESIDENTIAL (SHELTER) TRANSITIONAL FOSTER CARE SERVICES FOR UNACCOMPANIED CHILDREN,14155685.0,13991504.0,USA,MD,MD*****,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0389_7590
90ZU0388,Department of Health and Human Services,CATHOLIC GUARDIAN SERVICES,SINGLE SOURCE AWARD FOR RESIDENTIAL (SHELTER) TRANSITIONAL FOSTER CARE SERVICES FOR UNACCOMPANIED CHILDREN,1719757.51,1719757.51,USA,NY,NY51000,2021,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0388_7590
90ZT0249,Department of Health and Human Services,ASYLUMWORKS INC,PROJECT TITLE NOT PROVIDED,922992.0,408304.57,USA,WA,WA*****,2023,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0249_7590
90ZT0248,Department of Health and Human Services,NEW YORK CITY HEALTH & HOSPITALS CORP,COMMUNITY BASED HOLISTIC HEALTH SERVICES FOR TORTURE SURVIVORS,1659242.0,499835.0,USA,NY,NY*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0248_7590
90ZT0247,Department of Health and Human Services,FREEDOM HOUSE DETROIT,FREEDOM HOUSE DETROIT'S COMMUNITY HOUSING AND INTEGRATED SERVICES FOR SURVIVORS OF TORTURE (CHISSOT),1160492.0,356237.06,USA,MI,MI*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0247_7590
90ZT0246,Department of Health and Human Services,PROGRAM FOR TORTURE VICTIMS,"HOLISTIC HEALTH, SOCIAL AND LEGAL SERVICES FOR LOS ANGELES COUNTY SURVIVORS OF TORTURE",1536742.0,1025651.0,USA,CA,CA*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0246_7590
90ZT0245,Department of Health and Human Services,NATIONALITIES SERVICE CENTER OF PHILADELPHIA,PHILADELPHIA PARTNERSHIP FOR RESILIENCE COLLABORATIVE AT NATIONALITIES SERVICE CENTER,1445492.0,756436.16,USA,PA,PA*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0245_7590
90ZT0244,Department of Health and Human Services,"SURVIVORS OF TORTURE, INTERNATIONAL","SURVIVORS OF TORTURE, INTERNATIONAL WILL PROVIDE TORTURE SURVIVORS AND THEIR FAMILIES WHO LIVE IN SAN DIEGO AND IMPERIAL COUNTY HEAL PHYSICALLY, PSYCHOLOGICALLY AND SOCIALLY; AND LEAD MEANINGFUL LIVES",1872992.0,1075023.4,USA,CA,CA*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0244_7590
90ZT0243,Department of Health and Human Services,PROGRAM FOR TORTURE VICTIMS,"HOLISTIC HEALTH, SOCIAL AND LEGAL SERVICES FOR ORANGE COUNTY TORTURE SURVIVORS",946742.0,625651.0,USA,CA,CA*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0243_7590
90ZT0242,Department of Health and Human Services,HIAS INC,HIAS FY2023-FY2027 SOT APPLICATION,437433.31,437433.31,USA,MD,MD*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0242_7590
90ZT0241,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",DIRECT SERVICES FOR SURVIVORS OF TORTURE (SOT) PROGRAM IN DENVER,1374242.0,858128.0,USA,NY,NY*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0241_7590
90ZT0240,Department of Health and Human Services,NEW YORK CITY HEALTH AND HOSPITALS CORP,LIBERTAS CENTER FOR HUMAN RIGHTS AT ELMHURST HOSPITAL,1659242.0,795049.0,USA,NY,NY*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0240_7590
90ZT0239,Department of Health and Human Services,"ASYLEE WOMEN ENTERPRISE, INC.",RESTORATIVE AND INTEGRATIVE SURVIVOR EMPOWERMENT (RISE),1617992.0,963456.69,USA,MD,MD*****,2022,93.604,https://www.usaspending.gov/award/ASST_NON_90ZT0239_7590
